timestamp,location_name,latitude,longitude,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,confidence,road_type,road_closure
2026-02-10T14:25:02.691562,Shyambazar_5_Point,22.6011,88.3739,16,23,3770,2622,0.99844,FRC2,False
2026-02-10T14:25:04.247930,Ultadanga_Crossing,22.5953,88.3856,23,35,1583,1040,1.0,FRC2,False
2026-02-10T14:25:05.793573,Dunlop_Crossing,22.6522,88.3769,18,22,1035,847,0.982693,FRC4,False
2026-02-10T14:25:07.324319,Howrah_Bridge_Kolkata,22.5851,88.3469,12,23,523,273,1.0,FRC2,False
2026-02-10T14:25:08.862441,Esplanade_Crossing,22.5648,88.3517,16,22,2700,1963,0.983525,FRC4,False
2026-02-10T14:25:10.402427,Park_Street_Chowringhee,22.5481,88.3549,15,25,137,82,0.61927,FRC6,False
2026-02-10T14:25:11.952236,Sealdah_Flyover,22.5648,88.372,14,23,1118,680,0.995191,FRC4,False
2026-02-10T14:25:13.476582,Chingrighata,22.5648,88.4087,22,30,675,495,1.0,FRC2,False
2026-02-10T14:25:15.008307,Science_City_Crossing,22.5413,88.3963,27,39,68,47,1.0,FRC2,False
2026-02-10T14:25:16.544133,Ruby_Crossing,22.5148,88.4015,26,32,2375,1929,0.972863,FRC7,False
2026-02-10T14:25:18.094279,Salt_Lake_Sector_V,22.5744,88.4323,14,20,191,134,1.0,FRC4,False
2026-02-10T14:25:19.617526,Biswa_Bangla_Gate,22.5786,88.4717,31,36,1229,1058,0.98497,FRC5,False
2026-02-10T14:25:21.143372,Park_Circus_7_Point,22.5431,88.3664,29,47,619,382,1.0,FRC2,False
2026-02-10T14:25:22.680521,Gariahat_Crossing,22.5189,88.3655,17,24,1776,1258,0.999364,FRC2,False
2026-02-10T14:25:24.204012,Jadavpur_8B,22.5025,88.3676,17,24,1776,1258,0.999364,FRC2,False
2026-02-10T14:25:25.736547,Behala_Chowrasta,22.4865,88.3136,24,31,2615,2025,0.98901,FRC1,False
2026-02-10T14:25:27.435547,Taratala_Crossing,22.5052,88.3182,25,29,2835,2444,0.989632,FRC1,False
2026-02-10T14:26:29.148902,Shyambazar_5_Point,22.6011,88.3739,16,23,3770,2622,0.998402,FRC2,False
2026-02-10T14:26:30.678287,Ultadanga_Crossing,22.5953,88.3856,25,35,1456,1040,1.0,FRC2,False
2026-02-10T14:26:32.197052,Dunlop_Crossing,22.6522,88.3769,17,21,1096,887,0.982832,FRC4,False
2026-02-10T14:26:33.722270,Howrah_Bridge_Kolkata,22.5851,88.3469,11,22,571,285,1.0,FRC2,False
2026-02-10T14:26:35.260545,Esplanade_Crossing,22.5648,88.3517,15,23,2880,1878,0.986942,FRC4,False
2026-02-10T14:26:36.784440,Park_Street_Chowringhee,22.5481,88.3549,15,25,137,82,0.61927,FRC6,False
2026-02-10T14:26:38.316611,Sealdah_Flyover,22.5648,88.372,13,22,1204,711,1.0,FRC4,False
2026-02-10T14:26:39.863897,Chingrighata,22.5648,88.4087,22,31,675,479,1.0,FRC2,False
2026-02-10T14:26:41.385488,Science_City_Crossing,22.5413,88.3963,18,38,103,48,1.0,FRC2,False
2026-02-10T14:26:42.926297,Ruby_Crossing,22.5148,88.4015,25,33,2470,1871,0.972863,FRC7,False
2026-02-10T14:26:44.445122,Salt_Lake_Sector_V,22.5744,88.4323,11,20,244,134,1.0,FRC4,False
2026-02-10T14:26:45.980526,Biswa_Bangla_Gate,22.5786,88.4717,35,35,1088,1088,1.0,FRC5,False
2026-02-10T14:26:47.502068,Park_Circus_7_Point,22.5431,88.3664,29,48,619,374,1.0,FRC2,False
2026-02-10T14:26:49.040174,Gariahat_Crossing,22.5189,88.3655,17,24,1776,1258,0.999339,FRC2,False
2026-02-10T14:26:50.620661,Jadavpur_8B,22.5025,88.3676,17,24,1776,1258,0.999339,FRC2,False
2026-02-10T14:26:52.148175,Behala_Chowrasta,22.4865,88.3136,24,31,2615,2025,0.989143,FRC1,False
2026-02-10T14:26:53.871993,Taratala_Crossing,22.5052,88.3182,25,29,2835,2444,0.990876,FRC1,False
2026-02-10T14:27:55.591271,Shyambazar_5_Point,22.6011,88.3739,16,23,3770,2622,0.99845,FRC2,False
2026-02-10T14:27:57.128935,Ultadanga_Crossing,22.5953,88.3856,24,36,1517,1011,1.0,FRC2,False
2026-02-10T14:27:58.663610,Dunlop_Crossing,22.6522,88.3769,17,22,1096,847,0.981726,FRC4,False
2026-02-10T14:28:00.188071,Howrah_Bridge_Kolkata,22.5851,88.3469,12,24,523,261,1.0,FRC2,False
2026-02-10T14:28:01.712597,Esplanade_Crossing,22.5648,88.3517,16,23,2700,1878,0.988113,FRC4,False
2026-02-10T14:28:03.221982,Park_Street_Chowringhee,22.5481,88.3549,15,25,137,82,0.61927,FRC6,False
2026-02-10T14:28:04.751888,Sealdah_Flyover,22.5648,88.372,15,23,1043,680,0.998142,FRC4,False
2026-02-10T14:28:06.278463,Chingrighata,22.5648,88.4087,24,31,619,479,1.0,FRC2,False
